2026-03-14 10:42:22 | INFO     | conftest                       | Driver created
2026-03-14 10:44:19 | DEBUG    | LoginPage                      | type   input[type='password'] → 'Admin@123'
2026-03-14 10:44:19 | DEBUG    | LoginPage                      | click  button[type='submit']
2026-03-14 10:44:30 | INFO     | conftest                       | Admin session ready: admin@example.com
2026-03-14 10:44:30 | INFO     | conftest                       | Driver quit
2026-03-14 10:44:31 | INFO     | conftest                       | Driver created
2026-03-14 10:44:31 | INFO     | LoginPage                      | GET https://react-frontend-api-testing.vercel.app/login
2026-03-14 10:44:31 | INFO     | LoginPage                      | Logging in as 'admin@example.com'
2026-03-14 10:44:31 | DEBUG    | LoginPage                      | type   input[type='email'] → 'admin@example.com'
2026-03-14 10:44:32 | DEBUG    | LoginPage                      | type   input[type='password'] → 'Admin@123'
2026-03-14 10:44:32 | DEBUG    | LoginPage                      | click  button[type='submit']
2026-03-14 10:44:42 | INFO     | conftest                       | Admin session ready: admin@example.com
2026-03-14 10:44:53 | INFO     | utils.screenshot_utils         | Screenshot → FAIL_test_dashboard_logout_20260314_104453_065324.png
2026-03-14 10:44:53 | ERROR    | conftest                       | FAILED: test_dashboard_logout
2026-03-14 10:44:53 | INFO     | conftest                       | Driver quit
2026-03-14 10:44:53 | INFO     | conftest                       | Driver created
2026-03-14 10:44:53 | INFO     | LoginPage                      | GET https://react-frontend-api-testing.vercel.app/login
2026-03-14 10:44:54 | INFO     | LoginPage                      | Logging in as 'admin@example.com'
2026-03-14 10:44:54 | DEBUG    | LoginPage                      | type   input[type='email'] → 'admin@example.com'
2026-03-14 10:44:54 | DEBUG    | LoginPage                      | type   input[type='password'] → 'Admin@123'
2026-03-14 10:44:54 | DEBUG    | LoginPage                      | click  button[type='submit']
2026-03-14 10:45:05 | INFO     | conftest                       | Admin session ready: admin@example.com
2026-03-14 10:45:05 | INFO     | ProjectsPage                   | GET https://react-frontend-api-testing.vercel.app/projects
2026-03-14 10:45:05 | INFO     | ProjectsPage                   | Opening New Project modal
2026-03-14 10:45:05 | DEBUG    | ProjectsPage                   | click  button.btn.btn-primary
2026-03-14 10:45:16 | INFO     | utils.screenshot_utils         | Screenshot → FAIL_test_tc05_create_project_20260314_104515_960433.png
2026-03-14 10:45:16 | ERROR    | conftest                       | FAILED: test_tc05_create_project
2026-03-14 10:45:16 | INFO     | conftest                       | Driver quit
2026-03-14 10:45:16 | INFO     | conftest                       | Driver created
2026-03-14 10:45:16 | INFO     | LoginPage                      | GET https://react-frontend-api-testing.vercel.app/login
2026-03-14 10:45:17 | INFO     | LoginPage                      | Logging in as 'admin@example.com'
2026-03-14 10:45:17 | DEBUG    | LoginPage                      | type   input[type='email'] → 'admin@example.com'
2026-03-14 10:45:17 | DEBUG    | LoginPage                      | type   input[type='password'] → 'Admin@123'
2026-03-14 10:45:17 | DEBUG    | LoginPage                      | click  button[type='submit']
2026-03-14 10:45:27 | INFO     | conftest                       | Admin session ready: admin@example.com
2026-03-14 10:45:27 | INFO     | TasksPage                      | GET https://react-frontend-api-testing.vercel.app/tasks
2026-03-14 10:45:29 | INFO     | TasksPage                      | Clicked edit button on first task
2026-03-14 10:45:29 | INFO     | TasksPage                      | Status changed → 'in_progress'
2026-03-14 10:45:30 | INFO     | TasksPage                      | Refreshing page
2026-03-14 10:45:31 | INFO     | utils.screenshot_utils         | Screenshot → FAIL_test_tc06_task_status_update_20260314_104531_426174.png
2026-03-14 10:45:31 | ERROR    | conftest                       | FAILED: test_tc06_task_status_update
2026-03-14 10:45:31 | INFO     | conftest                       | Driver quit
